/home/fischertechnik/ba_2019_weingarz/py3-interpreter-tf2/bin/python /home/fischertechnik/ba_2019_weingarz/git/BachelorThesis/ba_weingarz_source/neural_network/main.py
Shape of training set: (8225, 250, 58) Shape of test set: (914, 250, 58)
Creating RNN encoder
RNN layer with a 192 unit output vector
RNN layer with a 96 unit output vector
RNN layer with a 48 unit output vector
Adding Warping NN layer with  48 neurons
Adding Warping NN layer with  32 neurons
Adding Warping NN layer with  1 neurons
Model with 674227 parameters created 

Timestamp: 08 14:03:00 	Epoch: 0 	Loss: 1.9619797468185425
Timestamp: 08 14:07:22 	Epoch: 100 	Loss: 1.1426925432682038
Timestamp: 08 14:11:46 	Epoch: 200 	Loss: 0.7277758342027664
Timestamp: 08 14:16:11 	Epoch: 300 	Loss: 0.6638922315835952
Timestamp: 08 14:20:33 	Epoch: 400 	Loss: 0.6505329263210297
Timestamp: 08 14:24:55 	Epoch: 500 	Loss: 0.6374783879518509
Timestamp: 08 14:29:17 	Epoch: 600 	Loss: 0.6242949718236923
Timestamp: 08 14:33:38 	Epoch: 700 	Loss: 0.616274842619896
Timestamp: 08 14:37:59 	Epoch: 800 	Loss: 0.6195803606510162
Timestamp: 08 14:42:20 	Epoch: 900 	Loss: 0.5974669939279557
Timestamp: 08 14:46:41 	Epoch: 1000 	Loss: 0.6077291852235794
Timestamp: 08 14:51:03 	Epoch: 1100 	Loss: 0.6106135639548301
Timestamp: 08 14:55:24 	Epoch: 1200 	Loss: 0.598309919834137
Timestamp: 08 14:59:46 	Epoch: 1300 	Loss: 0.5829078727960586
Timestamp: 08 15:04:06 	Epoch: 1400 	Loss: 0.5815334856510163
Timestamp: 08 15:08:28 	Epoch: 1500 	Loss: 0.6007139402627945
Timestamp: 08 15:12:49 	Epoch: 1600 	Loss: 0.5961896839737892
Timestamp: 08 15:17:11 	Epoch: 1700 	Loss: 0.5996464997529983
Timestamp: 08 15:21:33 	Epoch: 1800 	Loss: 0.589778835773468
Timestamp: 08 15:25:55 	Epoch: 1900 	Loss: 0.5859108182787895
Timestamp: 08 15:30:16 	Epoch: 2000 	Loss: 0.5832323154807091
Timestamp: 08 15:34:37 	Epoch: 2100 	Loss: 0.5674713936448097
Timestamp: 08 15:38:59 	Epoch: 2200 	Loss: 0.5788101279735565
Timestamp: 08 15:43:20 	Epoch: 2300 	Loss: 0.5710615313053131
Timestamp: 08 15:47:41 	Epoch: 2400 	Loss: 0.5612507036328316
Timestamp: 08 15:52:02 	Epoch: 2500 	Loss: 0.5549165263772011
Timestamp: 08 15:56:24 	Epoch: 2600 	Loss: 0.5553821158409119
Timestamp: 08 16:00:45 	Epoch: 2700 	Loss: 0.5576401621103286
Timestamp: 08 16:05:06 	Epoch: 2800 	Loss: 0.5421538990736008
Timestamp: 08 16:09:28 	Epoch: 2900 	Loss: 0.5582584470510483
Timestamp: 08 16:13:50 	Epoch: 3000 	Loss: 0.5529422044754029
Timestamp: 08 16:18:11 	Epoch: 3100 	Loss: 0.5520491942763328
Timestamp: 08 16:22:32 	Epoch: 3200 	Loss: 0.5394994813203812
