/home/fischertechnik/ba_2019_weingarz/py3-interpreter-tf2/bin/python /home/fischertechnik/ba_2019_weingarz/git/BachelorThesis/ba_weingarz_source/neural_network/main.py
Dataset created successfully. Shape of training set: (4562, 250, 58) Shape of test set: (507, 250, 58) 

Creating RNN encoder
RNN layer with a 128 unit output vector
RNN layer with a 64 unit output vector
RNN layer with a 48 unit output vector
Adding Warping NN layer with  48 neurons
Adding Warping NN layer with  32 neurons
Adding Warping NN layer with  16 neurons
Model with 345265 parameters created 

Timestamp: 21 22:07:35 	Epoch: 0 	Loss: 1.9754056930541992
Timestamp: 21 22:12:10 	Epoch: 100 	Loss: 1.2546640574932098
Timestamp: 21 22:16:43 	Epoch: 200 	Loss: 0.7531861114501953
Timestamp: 21 22:21:16 	Epoch: 300 	Loss: 0.655165610909462
Timestamp: 21 22:25:49 	Epoch: 400 	Loss: 0.6246774911880493
Timestamp: 21 22:30:23 	Epoch: 500 	Loss: 0.6149499422311783
Timestamp: 21 22:34:55 	Epoch: 600 	Loss: 0.598906674683094
Timestamp: 21 22:39:29 	Epoch: 700 	Loss: 0.5824681851267814
Timestamp: 21 22:44:02 	Epoch: 800 	Loss: 0.5732720160484314
Timestamp: 21 22:48:35 	Epoch: 900 	Loss: 0.5669609728455544
Timestamp: 21 22:53:08 	Epoch: 1000 	Loss: 0.5605025723576545
Timestamp: 21 22:57:41 	Epoch: 1100 	Loss: 0.5690782228112221
Timestamp: 21 23:02:15 	Epoch: 1200 	Loss: 0.5394894576072693
Timestamp: 21 23:06:48 	Epoch: 1300 	Loss: 0.5467874270677566
Timestamp: 21 23:11:20 	Epoch: 1400 	Loss: 0.5309562969207764
Timestamp: 21 23:15:54 	Epoch: 1500 	Loss: 0.5239941251277923
Timestamp: 21 23:20:28 	Epoch: 1600 	Loss: 0.5356251001358032
Timestamp: 21 23:25:01 	Epoch: 1700 	Loss: 0.5324305939674377
Timestamp: 21 23:29:34 	Epoch: 1800 	Loss: 0.5262582567334175
Timestamp: 21 23:34:08 	Epoch: 1900 	Loss: 0.522677249610424
Timestamp: 21 23:38:40 	Epoch: 2000 	Loss: 0.5142600977420807
Timestamp: 21 23:43:14 	Epoch: 2100 	Loss: 0.5304265087842941
Timestamp: 21 23:47:48 	Epoch: 2200 	Loss: 0.516298026740551
Timestamp: 21 23:52:21 	Epoch: 2300 	Loss: 0.5172327721118927
Timestamp: 21 23:56:55 	Epoch: 2400 	Loss: 0.5188715922832489
Timestamp: 22 00:01:27 	Epoch: 2500 	Loss: 0.5107658624649047
Timestamp: 22 00:06:01 	Epoch: 2600 	Loss: 0.5126344761252404
Timestamp: 22 00:10:35 	Epoch: 2700 	Loss: 0.518284530043602
Timestamp: 22 00:15:10 	Epoch: 2800 	Loss: 0.5082698160409928
Timestamp: 22 00:19:43 	Epoch: 2900 	Loss: 0.5014065754413605
Timestamp: 22 00:24:16 	Epoch: 3000 	Loss: 0.5055193868279457
Timestamp: 22 00:28:49 	Epoch: 3100 	Loss: 0.5035834416747094
Timestamp: 22 00:33:22 	Epoch: 3200 	Loss: 0.4876025319099426
Timestamp: 22 00:37:56 	Epoch: 3300 	Loss: 0.49341568499803545
Timestamp: 22 00:42:28 	Epoch: 3400 	Loss: 0.490565801858902
Timestamp: 22 00:47:01 	Epoch: 3500 	Loss: 0.49927099615335463
Timestamp: 22 00:51:37 	Epoch: 3600 	Loss: 0.4972920033335686
Timestamp: 22 00:56:09 	Epoch: 3700 	Loss: 0.47542871087789534
Timestamp: 22 01:00:41 	Epoch: 3800 	Loss: 0.4902220019698143
Timestamp: 22 01:05:15 	Epoch: 3900 	Loss: 0.4769484007358551
Timestamp: 22 01:09:48 	Epoch: 4000 	Loss: 0.4896987870335579
Timestamp: 22 01:14:22 	Epoch: 4100 	Loss: 0.4796044996380806
Timestamp: 22 01:18:55 	Epoch: 4200 	Loss: 0.48715778440237045
Timestamp: 22 01:23:28 	Epoch: 4300 	Loss: 0.4885808601975441
Timestamp: 22 01:28:00 	Epoch: 4400 	Loss: 0.481573061645031
Timestamp: 22 01:32:33 	Epoch: 4500 	Loss: 0.4794063937664032
Timestamp: 22 01:37:06 	Epoch: 4600 	Loss: 0.49092296212911607
Timestamp: 22 01:41:38 	Epoch: 4700 	Loss: 0.4709602281451225
Timestamp: 22 01:46:12 	Epoch: 4800 	Loss: 0.47767752677202224
Timestamp: 22 01:50:45 	Epoch: 4900 	Loss: 0.48230320066213606
Timestamp: 22 01:55:17 	Epoch: 5000 	Loss: 0.4753982400894165
Timestamp: 22 01:59:51 	Epoch: 5100 	Loss: 0.46106937527656555
Timestamp: 22 02:04:24 	Epoch: 5200 	Loss: 0.4889186507463455
Timestamp: 22 02:08:58 	Epoch: 5300 	Loss: 0.46999291837215423
Timestamp: 22 02:13:31 	Epoch: 5400 	Loss: 0.46966775923967363
Timestamp: 22 02:18:06 	Epoch: 5500 	Loss: 0.46204980939626694
Timestamp: 22 02:22:39 	Epoch: 5600 	Loss: 0.46974982142448424
Timestamp: 22 02:27:12 	Epoch: 5700 	Loss: 0.4631512486934662
Timestamp: 22 02:31:44 	Epoch: 5800 	Loss: 0.46525703847408295
Timestamp: 22 02:36:17 	Epoch: 5900 	Loss: 0.46992206424474714
Timestamp: 22 02:40:50 	Epoch: 6000 	Loss: 0.4728598102927208
Timestamp: 22 02:45:23 	Epoch: 6100 	Loss: 0.4660525766015053
Timestamp: 22 02:49:57 	Epoch: 6200 	Loss: 0.44713293939828874
Timestamp: 22 02:54:30 	Epoch: 6300 	Loss: 0.4387699466943741
Timestamp: 22 02:59:03 	Epoch: 6400 	Loss: 0.4583041563630104
Timestamp: 22 03:03:36 	Epoch: 6500 	Loss: 0.4526964491605759
Timestamp: 22 03:08:09 	Epoch: 6600 	Loss: 0.43982854574918745
Timestamp: 22 03:12:43 	Epoch: 6700 	Loss: 0.47361550748348236
Timestamp: 22 03:17:17 	Epoch: 6800 	Loss: 0.4433108082413673
Timestamp: 22 03:21:50 	Epoch: 6900 	Loss: 0.48258353501558304
Timestamp: 22 03:26:23 	Epoch: 7000 	Loss: 0.4402656778693199
Timestamp: 22 03:30:56 	Epoch: 7100 	Loss: 0.43674264252185824
Timestamp: 22 03:35:29 	Epoch: 7200 	Loss: 0.45892623215913775
Timestamp: 22 03:40:03 	Epoch: 7300 	Loss: 0.510593308210373
Timestamp: 22 03:44:36 	Epoch: 7400 	Loss: 0.45327771246433257
Timestamp: 22 03:49:08 	Epoch: 7500 	Loss: 0.45325635373592377
Timestamp: 22 03:53:42 	Epoch: 7600 	Loss: 0.4440274068713188
Timestamp: 22 03:58:15 	Epoch: 7700 	Loss: 0.4492041316628456
Timestamp: 22 04:02:49 	Epoch: 7800 	Loss: 0.44274869590997695
Timestamp: 22 04:07:23 	Epoch: 7900 	Loss: 0.44250471115112305
Timestamp: 22 04:11:57 	Epoch: 8000 	Loss: 0.42689261376857757
Timestamp: 22 04:16:31 	Epoch: 8100 	Loss: 0.4711820060014725
Timestamp: 22 04:21:02 	Epoch: 8200 	Loss: 0.4494180044531822
Timestamp: 22 04:25:36 	Epoch: 8300 	Loss: 0.430670935511589
Timestamp: 22 04:30:09 	Epoch: 8400 	Loss: 0.41991397738456726
Timestamp: 22 04:34:42 	Epoch: 8500 	Loss: 0.4198185688257217
Timestamp: 22 04:39:16 	Epoch: 8600 	Loss: 0.43956579625606534
Timestamp: 22 04:43:51 	Epoch: 8700 	Loss: 0.4491762924194336
Timestamp: 22 04:48:24 	Epoch: 8800 	Loss: 0.4210468128323555
Timestamp: 22 04:52:57 	Epoch: 8900 	Loss: 0.4466556218266487
Timestamp: 22 04:57:31 	Epoch: 9000 	Loss: 0.4551009291410446
Timestamp: 22 05:02:04 	Epoch: 9100 	Loss: 0.4292086958885193
Timestamp: 22 05:06:37 	Epoch: 9200 	Loss: 0.41261554598808287
Timestamp: 22 05:11:09 	Epoch: 9300 	Loss: 0.42228807747364044
Timestamp: 22 05:15:43 	Epoch: 9400 	Loss: 0.4131551077961922
Timestamp: 22 05:20:17 	Epoch: 9500 	Loss: 0.43130434602499007
Timestamp: 22 05:24:49 	Epoch: 9600 	Loss: 0.4118613076210022
Timestamp: 22 05:29:22 	Epoch: 9700 	Loss: 0.3949710729718208
Timestamp: 22 05:33:55 	Epoch: 9800 	Loss: 0.4006015309691429
